marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,36328118,R2CE8ZLUKCMYNG,B00FUV7OP8,149648382,Roker S-Cannon Wireless Stereo Portable Bluetooth Speaker with Handsfree Speakerphone and 3.5mm Jack,Electronics,5,0,0,N,Y,AWESOME! I'm ordering another one,AWESOME!  I'm ordering another one!,2015-08-30
US,20470556,R22OSLEAK9BHRC,B0019804U8,613454506,APC Back-UPS 350VA UPS Battery Backup & Surge Protector (BE350G),Electronics,5,0,0,N,Y,Five Stars,"good battery capacity, it does the job",2015-08-30
US,5627829,R264HN1OGEZQM9,B00F9LMCKG,662849058,Wennow 1-Male 2.1mm x 5.5mm to 2-Female 2.1mm x 5.5mm DC Power Y Adapter,Electronics,3,0,0,N,Y,Not good for power applications,"This product fits the DC plugs that come on many portable solar panel systems and seems like an easy solution to combining panels in parallel. However, the plastic is not sturdy or not are the wires thick (22 AWG?) enough to safely use for that purpose.  You are much better off building your own connectors.  This product feels more like a cheap audio connector than anything you'd use for routing power.",2015-08-30
US,21632296,RNSANS14U9VG1,B003QOQM6I,30864659,"ABC Products® Replacement Grace Rechargeable Battery Pack for Mondo ACC-IRCLI, GDI-IRC6000, GDI-IRC6000R, GDI-IRC6000W, RFB Internet Digital Radio etc",Electronics,5,0,0,N,Y,Five Stars,Works very well!,2015-08-30
US,43188546,R39H238MOK54OB,B00KHV6TIE,753728108,Bluetooth Shower Speaker – FM RADIO – Water Resistant – Wireless and Hands-Free speaker phone with Suction Cup – Auto Pairing Feature – Compatible with all Bluetooth devices,Electronics,3,0,0,N,Y,Sometimes it falls and breaks -- but great sound,Suction not good. It fell today and it isn't working . I suggests that you tape or assist the adhesion to the bathroom wall .,2015-08-30
US,44344446,RPOPII3V8PCHR,B00LDZZDDA,515142206,aoeyoo® Digital Optical Coax Coaxial Toslink to Analog RCA Audio Converter Adapter,Electronics,3,0,0,N,Y,Everyone is giving excellent review and i dont want to give you a ...,Doesnt work. i think it came with problems. Everyone is giving excellent review and i dont want to give you a bad one but mine dont work. Please help,2015-08-30
US,11158361,RO7UVS1XVL5G9,B001DFZ5J2,758497499,Winegard SW-0010 Tripod Mount for Antenna,Electronics,5,0,0,N,Y,Five Stars,great,2015-08-30
US,24973053,R201ZPFHIS0O0U,B010KANC0E,792201823,UpBright® NEW Car DC Adapter For Spectra S2+ S2 Plus Electric BreastPump Baby Cimilre Breast Pump Auto Vehicle Boat RV Camper Cigarette Lighter Plug Power Supply Cord Cable Charger PSU,Electronics,5,0,0,N,Y,Five Stars,It works!,2015-08-30
US,27781685,RQU3BXFOFSHMT,B011LN2QNS,898221186,"2x Exell A28PX Alkaline 6V Battery Replaces PX28A, A544, 4LR44, K28A, V34PX, 7H34, 4NZ13, V4034PX, L1325, 4G13, 4034PX, PX28AB, 1414A FAST USA SHIP",Electronics,5,0,0,N,Y,Five Stars,good price,2015-08-30
US,39143034,R1MMNGY0VBMGGJ,B00MNABXYM,594328214,PLAY X STORE 3.5mm Male to 2.5mm Female Headphone Audio Adapter (Black),Electronics,5,2,3,N,Y,Five Stars,okey,2015-08-30
US,26431209,R15LZN4N8D3S9G,B00DYNQULS,386807531,Energizer CHP4WB4 Recharge Smart Charger,Electronics,5,0,0,N,Y,Five Stars,Worked as advertised.,2015-08-30
US,49546511,R1D70JK2CWDY6I,B00GY91FJG,455429670,Clear Tv Indoor Antenna,Electronics,5,0,1,N,Y,Five Stars,If good quality captures many channels in HD,2015-08-30
US,41704217,RITRHDQK4AZEO,B008DWIT5A,83358873,SOL Republic Amps HD In-Ear Headphones,Electronics,4,0,0,N,Y,Control buttons,Volume down button broke within 2 months,2015-08-30
US,27133221,RYKEE6SG8RV1W,B00TLF1496,81526079,"1 - Baby Ben Classic Keywound Silvertone Alarm Clock, ¥ÊKeywound alarm clock ¥ No batteries or electricity needed ¥ Metal bezel, base & knobs ¥ Bell alarm, 11611",Electronics,5,0,3,N,Y,Five Stars,great!!!!!!!,2015-08-30
US,47100108,R3JGU00J7DOFKR,B00S1R8K06,75305742,Zeskit Braided Nylon Premium Audio Cable - 3.5mm,Electronics,5,0,0,N,Y,Well worth it,Bought this to use at the gym to run from the TV sound box on the treadmill to my MP3 player on my armband so I won't have to take it apart for my run to listen to the news. The connections snap very snug as many have said which is one reason I gave this a try for how much I run and don't want to fight a cable that pops off.<br /><br />Pro's<br />Solid snap and hold<br />Great sound quality<br />solid connectors that feel high end<br /><br />Con's<br />Solid snap so after working out may have hard time unplugging connector with sweaty fingers<br />outside protective sheathing has a tendency to grab random hairs when my arms brush against it running,2015-08-30
US,51258743,R15EF91ZDCJARU,B009GPY97A,528748142,Tmvel TMV-G-2IN1,Electronics,5,0,0,N,Y,"High Quality, Great!","Fantastic, High Quality, Great for Sweden (and other countries, I'm sure).",2015-08-30
US,18810553,R3GQ33GL4XSVEE,B0047E8DN6,845733874,"Screen Cleaner Kit - Computer, TV, Laptop Spray With No Leak Trigger Nozzle and Microfiber Cloth - 16 oz",Electronics,3,0,0,N,Y,top came loose,Didn't get a chance to use it.  The top came loose and my son knocked it over right out of the package.  What a waste.,2015-08-30
US,30640327,R336LIKUDCCPTD,B00H1XKC2U,266767726,Bluedio R+ Legend Deep Bass Bluetooth Wireless Headphones with Mic & Micro SD Card Slot(Titanium),Electronics,5,0,0,N,Y,Five Stars,"Just as good as Bose and beats, has great bass and sound",2015-08-30
US,51273464,R1ZKGAP3YUS85A,B00L3KSKYY,29108384,AmazonBasics In-Ear Headphones,Electronics,3,0,1,N,Y,"Great value, but beware of tip replacement issue","Assuming you can get the buds sealed in your ears correctly (the package includes small, medium, and large silicone tips), they sound fine.  As another recent reviewer noted, though, changing the tips is not an easy task.  They are packaged with the medium ones installed, but I needed to switch to the large ones.  Removing the mediums was easy, but putting the large ones on required some fine motor skills.    The earpiece assembly looks like it will be very durable, and I also like the right-angle jack.    I'm deducting a star for the tip replacement issue and another one because the highs aren't as clear as they are with my other earbuds. For $7, though, they're really good (especially if you have medium sized ears).",2015-08-30
US,14093359,R3E0WMI1YIRGA0,B008EQ1YTS,264973100,Beats Solo HD On-Ear Headphone,Electronics,5,0,0,N,Y,Five Stars,grandson loved it,2015-08-30
US,16437388,R20RI82VUHQNZY,B005441AJC,498767499,SONOS P3 Color,Electronics,1,1,4,N,Y,"WHen it works, it works well. But when ...","WHen it works, it works well. But when it doesn't, which is about 60% of the time, it's frustrating. I have to reset the music library tooooooo often. I can't just play music, as I often want.<br /><br />I wish I could sell all my SONOS components, two PLAY:1, one PLAY:3, one PLAY:5, and the bridge.<br /><br />I'm ready to admit I was wrong about SONOS, and buy a user friendly system.",2015-08-30
US,53047334,R2Q1KFAQJ97931,B00NFWTT20,572461319,Lg Electronics Tone Infinim Hbs-900 Gold Harman Kardon Signature Sound Bluetooth Stereo Headset - Retail NEW,Electronics,5,0,0,N,Y,Five Stars,Best Headset I've ever owned!!!  Use it for delivering webinars...no one even suspects I'm using a headset!,2015-08-30
US,23125344,R2SHM08WXX8E7E,B00Q2XNN3U,715730338,"Bluedio Turbine T2s Wireless Bluetooth Headphones with Mic, 57mm Drivers/Rotary Folding",Electronics,5,0,0,N,Y,The sound is great and the price is better,Bought these for my 5 th grader son. He loves them. The sound is great and the price is better.  This is my second pair the first pair my son snapped because he never takes them off.  But other than that these headphones are great.,2015-08-30
US,10696298,R10T3VRSOOSBK8,B01259S4RE,750549262,"BÖHM Wireless Bluetooth Headphones with Active Noise Cancelling Headphones Technology - Features Enhanced Bass, Inline Microphone & 18-Hour (Max) Battery",Electronics,5,1,1,N,Y,Good headphones,Very nice headphones. Use them for flying. Active noise cancellation is great to drown out the noise.,2015-08-30
US,12031082,RHVFU5IDOMWW6,B00AJHCRCI,392431852,Monoprice Multimedia Desktop Stand,Electronics,5,0,0,N,Y,Multimedia Holder works GREAT for 32 inch Flat Screen TVs.,"Can't get any better for holding a 32 inch flat screen TV.  Plenty of room, very secure feet (you screw them on with the bolts they give), and if you still use DVDs, this is deep enough for most Blu-Ray DVD players to put underneath.  Yes, I know that most people now &#34;hang&#34; their TV's but if you have a stud-less wall, this is a great alternative.",2015-08-30
US,21545732,R39QG1JBMZZOH5,B00VXMY262,574974882,SanDisk  Clip Jam MP3 Player,Electronics,4,0,0,N,Y,Four Stars,Very compact; menu is complicated.,2015-08-30
US,50604372,RU37OD5TCFO2I,B000G6M91G,574238531,Sangean DT-120 AM/FM Stereo PLL Synthesized Pocket Receiver,Electronics,5,0,0,N,Y,Compact,Fits in any shirt pocket. Very useful-works well. Requires that you use ear buds or headset-no speaker-that's why it's so compact. Recommend,2015-08-30
US,4676490,R3BV2AWVS1QJ02,B00NGKIG02,148526975,VicTsing Portable Bluetooth Audio Receiver 3.5mm Music Stereo Rceiver Adapter for Car iphone Support 2 Bluetooth-enabled Devices,Electronics,1,0,0,N,Y,Dont do it,Just do not buy this piece of crap!,2015-08-30
US,28353936,RVGM869BFNNMX,B00D875R5K,528450724,Panlong PS2 to HDMI Converter Adapter with 3.5mm Audio Output for HDTV HDMI Monitor,Electronics,2,0,0,N,N,Its not actually a stutter but more like every pixel moves up one pixel for one frame ...,bought model &#34;g300&#34; off another site (They are all likely the same internals). Picture seems clear. You have to power it with USB. Two Problems: The video stutters for one frame randomly (every 5 min on avg by my guess). Its not actually a stutter but more like every pixel moves up one pixel for one frame then back down. Maybe the average gamer wouldnt even notice it but its annoying. The other thing is the audio seems to cut out very briefly a fraction of a second. Thats more noticeable but more rare. I'm going to try on a different TV. I'm writing here to see if others have the same problem or if theres a &#34;good&#34; brand/version to buy.,2015-08-30
US,8938952,R3QG3SSZANPEGU,B001EPVOQY,735912754,PTC Premium Gold Series HDMI hembra/hembra Coupler,Electronics,5,0,0,N,Y,Five Stars,meets my needs,2015-08-30
US,22944211,R3AKDF0YE42I6,B008EQ1ZQK,637317101,Beats By Dre Unisex Mixrtm On-Ear Headphone,Electronics,2,0,0,N,Y,Five Stars,Broke after 1 week had to get new pair that were not refurbished. Also Best Buy doesn't fix beats any longer,2015-08-30
US,20392543,R23MOBPLXKPY3O,B001KVOSK6,315652445,3 Pack MAXELL AG13 LR44 A76 357 Alkaline Button Cell battery,Electronics,1,0,1,N,Y,at best The enclosed appeared in my mailbox,"Big Illusion Jewelry Supplies<br />2029 NW 22nd Ct<br />Miami FL 33142-7343  1 Sep 15<br /><br />ref order id:116-8682757-6142602<br /><br />UNSATISFACTORY<br /><br />MISLEADING, at best<br /><br />The enclosed appeared in my mailbox, just as I forward it to you.<br /><br />I had every reason  to expect from the listing (with similar wording) three packs of three SKU: LR44 batteries.<br /><br />A big illusion at best.<br /><br />It's the principle... not the dollars",2015-08-30
US,52994743,RPLYP6P3Y6BYM,B009C3CJAK,421490182,"Pyle Home PTCDS7UI Retro Vintage Turntable with CD/MP3/Casette/Radio/USB/SD, Aux-In and Vinyl-to-MP3 Encoding",Electronics,5,0,0,N,N,Very nice turntable.,Very nice turntable.  I love the ability to record some of my vinyl to mp3.  It's great to have digital files of the music.,2015-08-30
US,40446753,RAQMOK4JK3J6X,B00NXKXZGK,461208680,"Bluetooth Speakers, Poweradd Dual Powerful Stereo Speakers with NFC Function and Built-in Microphone for iPhone 6s/6 Plus 6s 6 5s 5, Android Smartphones, Bluetooth Enabled Devices - Black",Electronics,5,1,1,N,N,I like the design and the buttons on top are flush ...,"I ordered this speaker and received  it within about 4 days. It came with the box, instructions and a charging cord. I received this speaker for reviewing  purposes. This speaker is very sleek, I like the design and the buttons on top are flush with the rest of the speaker so nothing sticks out, there is a button and plug in back where you power on and charge the speaker. Once you power on the speaker a voice tells you it's ready for a connection, the speaker also tells you when it's connected with a device and also when it needs to be charged. Although this is a nice feature I do not like that you can't adjust the volume of the voice that speaks to you, I would like there to be an option to change it incase I want to use it in a place that is quieter. Other than that I the speaker is loud and music with more bass sounds great also. We used this in our workout class and it worked very well everyone  could hear the music great when with the instructor speaking loudly. For the price it is well worth it.",2015-08-30
US,31277732,R3UBLNQKZ2QFA3,B00K3P5ECQ,267014954,Lutema WaveTube Wireless Bluetooth Portable Digital Speaker w/FM Radio - Red,Electronics,1,0,0,N,Y,Pass,Stopped working after 20 hours.  Very disappointing.,2015-08-30
US,19780464,RJQMHOHM06Y4J,B002YU09CS,304131707,Quirky PPVPP-WH01 Pivot Power POP,Electronics,3,0,0,N,Y,Meh,it works. But nothing special. Also it is bigger than most extension cord,2015-08-30
US,129026,R2OZDHUYD3LVU7,B00V7Z1YX4,955441574,12V 5AH SLA Battery Replaces ION Audio Explorer IPA23B,Electronics,5,0,0,N,Y,Five Stars,Excellent,2015-08-30
US,50446498,RKHDJZKDRSIJ,B00XMTWO28,220816069,"iDeaUSA Dual Bluetooth Wireless Speakers - Portable Speaker Combo Pack, 4x Woofers with Buddy Setup, Boombox, Up to 10 hours play time, Built in Mic, NFC Compatible for iPhone, Samsung, Nexus and more",Electronics,5,0,1,N,N,"Not just one, but buddies","Once i found out how to use the buddy link up system on the speakers that i got for a free trial it made me enjoy them so much more. They help create a nice stereo sound so you can hear sound on the left and the right. The battery lasts crazy long, i can usually go a week without having to charge them with the USB cable.",2015-08-30
US,49871211,R3R3BG66HP9PSE,B008GVOVK0,485976559,Fosmon 3-Port HDMI Switch with Pigtail Cable,Electronics,5,0,1,N,Y,Works as advertised.,Works fine out of the box as advertised.,2015-08-30
US,11932997,R37GT9BUFKWXJY,B00NXET2MM,81791729,"DKnight MagicBox II Bluetooth 4.0 Portable Wireless speaker, 10W Output Power with Enhanced Bass, build in Microphone for handfree phone call",Electronics,5,0,0,N,Y,Five Stars,awesome product for the money,2015-08-30
US,37133198,R3CF2ZTWJW825F,B004444O3W,531256278,AKG Q701 Quincy Jones Signature Reference-Class Premium Headphones,Electronics,4,1,2,N,Y,Sound quality of the AKGs is excellent. Broad,"Sound quality of the AKGs is excellent. Broad, accurate soundstage. Rich, but not over pushed base.<br />But I agree with some other viewers that these phones fit to snugly and can be a literal headache to<br />wear for over an hour. That's a shame because they are like other AKG phones I have had sonically--<br />a real listening pleasure.",2015-08-30
US,23807316,R3KAC34GEG9A53,B00FNX8V3C,834483748,"PPC EX6XLPLUS RG-6 Quad Seal Outdoor/Indoor Compression Connector, (Pack of 50) + Qty 5: F-81 F-Type PPC CF81GHZC 3GHZ Coax Barrels Coupler",Electronics,5,0,0,N,Y,Water tight!,These are very good connectors.,2015-08-30
US,6746464,R33M2GVQ7OKXAR,B00ND3XEEA,988240326,"Etekcity RoverBeats T16 Ultra Portable Wireless Bluetooth Speaker, Enhanced Bass",Electronics,5,0,0,N,Y,SUPERB!!!! AWSOME SOUND!!!,SUPERB !!!! AWSOME SOUND !!!,2015-08-30
US,24073052,R3IH5F9Q6IPUV4,B006HW5E5Q,16335269,HDMI CABLE VARIATION,Electronics,5,0,0,N,Y,It ran faster than my old HDMI cable that had ...,It ran faster than my old HDMI cable that had fail on me off and on. I us this cable for my ps4. I only bought this product because it was long and orange.,2015-08-30
US,39231029,R2T4XARW0N8AWV,B00DIFIP06,248865398,AmazonBasics Ultra Thin Indoor HDTV Antenna,Electronics,3,0,0,N,Y,It may just be my apartment complex but it wasn't ...,It may just be my apartment complex but it wasn't any improvement over the amount of channels I get without an antenna.,2015-08-30
US,5701539,R250AX1QUHZH6G,B0036VJ1OQ,765885287,Ckitze 6-Pack Round American to European Outlet Plug Adapter,Electronics,5,0,0,N,Y,Five Stars,5 stars !!!!,2015-08-30
US,25126993,R3RO5502CJEQ5B,B005MR4NPO,917270091,RCA Dual Wall Plate,Electronics,4,0,0,N,Y,Even though screw terminals do work it put unnecessary stress on the tiny wires,Quality construction with one minor flaw. This plate uses screw terminals for the Cat 5 cable. Even though screw terminals do work it put unnecessary stress on the tiny wires. I would recommend that RCA change out the screw terminal design with a push in design like many keystone jacks have. Also the color coding for the terminals does not match any color coding for Ethernet cables.,2015-08-30
US,36126183,R2GAW1AYECZJBX,B003EM8008,921315865,Panasonic ErgoFit In-Ear Earbud Headphone,Electronics,5,0,1,N,Y,Five Stars,Great sound.,2015-08-30
US,13439218,RIJ981VAJMAM6,B001GTT0VO,927992098,"Cheetah Mounts ALAMB Articulating Arm (15” Extension) TV Wall Mount Bracket for 12-24” TVs and Displays up to VESA 100 and up to 40lbs, Including a 10’ Twisted Veins HDMI Cable",Electronics,5,0,0,N,Y,Nice for the price.,Second one I bought and is just as awesome as the first.  Can't beat the price.,2015-08-30
US,51219648,RJRQF3UJTWGQ5,B00TI6T9X6,141812246,HRT i-dSp Headphone digital Sound Processor,Electronics,5,1,2,N,Y,Impressive!,Very impressed with difference I can hear with my Shure SE535 in ear phones!,2015-08-30
US,18854715,RRC5S8MS9273S,B00VFHCY24,528725834,Expower(R) Bluetooth Wireless Drop-proof and Splash-Proof Speaker with 7000mAh Charger for Camping and Hiking,Electronics,4,0,0,N,Y,good at the price,Excellent sound and easy connecting to Bluetooth devices.<br />Would be better if the speaker had a microphone to complete the package.<br />my speaker does not fully charge (no blue light). It does work fully so I will keep it.,2015-08-30
US,44267692,R2UJPNO69QVUS,B00DKPJSIM,944795281,JBL Bookshelf Speakers,Electronics,4,4,6,N,Y,Very decent budget speakers - JBL in name only,"I purchased my pair for around $55 postage paid and am largely basing my review on that fact. Had I paid the list price ($179) I would not have the same high opinion. For very inexpensive speakers you're going to be hard pressed to find better in the under $100 category. With a sub these will do pretty well as mains in a small to mid sized space. Even without a sub the bass is surprisingly present for speakers this small. As surrounds these are even better and again, at the sale price, a pretty strong value. My main beef is with the cheap/ chintzy black fake-wood veneer cabinets - they look and feel like cheap junk. Guaranteed that they won't hold up to much abuse or handling. But then, most folks will probably hang these on a wall...Still... Point remains, they look and feel like a 50-75 dollar pair of speakers, albeit one that sounds pretty good. In closing I'd like to add that while these are worthwhile budget speakers they are not anything like the speakers carrying the JBL name from the 90s on back. Not even close.",2015-08-30
US,47886216,R1QJ7O0S0OH3UF,B008YDTQRS,952833522,MEElectronics Sport-Fi M6 Noise Isolating In-Ear Headphones with Memory Wire,Electronics,2,0,0,N,Y,Not worth the hassle,"These get the job done.  I've had these for months and have yet to figure out a way to make the bendable bit conform to my ears in a comfortable way (full disclosure that I have very small ears).  These WILL get tangled faster and in more complicated ways than any other headphones you've ever owned, no matter how carefully you store them away.  I've noticed in the past few weeks that the audio is starting to get a bit wonky (sometimes only one ear has sound, etc.).  Bottom line: I'm lazy/cheap enough to keep using these for now, but I certainly wouldn't order them again.",2015-08-30
US,43183924,R2XNIMD3162EN7,B00R11WPK4,719059328,"Anker 3.5mm Nylon Braided Auxiliary Audio Cable (4ft / 1.2m) Tangle-Free AUX Cable for Headphones, iPods, iPhones, iPads, Home / Car Stereos and More (Red)",Electronics,5,0,0,N,Y,Heavy duty,"Rugged and durable. I'm no audiophile, I just like to listen to music once in awhile. Every single aux cable I have ever had before this is done for. Life in a vehicle is not kind to wires. Constant pulling,tugging, being stepped on, tangled in the console or glove box... and so on.<br />I have not had it long enough to know how it will hold up, but so far its the best I have had. It really does resist tangles. I've kept it in my backpack, pulled it out without a problem and plugged my phone into my head unit. I know first hand that doing this with ordinary aux cables required the knots and tangles to be undone. not an issue with this one.",2015-08-30
US,47381456,R2X9FMT08D213H,B00OUX6U6G,812954424,Sony MDRZX110 Stereo Headphones,Electronics,1,0,0,N,Y,One Star,After about 2 months the headphone jack broke off into my phone,2015-08-30
US,8444278,RMNP1YD35JPNI,B004P1HW7O,807990570,Skullcandy Hesh Over-Ear Headphone,Electronics,4,0,0,N,Y,Four Stars,Just awesome.....  Loved it!!,2015-08-30
US,48540892,R1M0O89NAZX2A1,B004G7SDES,328871716,StarTech.com MU1MMS 3.5mm Stereo Audio Cable - M/M,Electronics,5,0,0,N,Y,"Excellent price, quality and shipping!!!","Excellent price, quality and shipping. Perfect for what I needed it for!",2015-08-30
US,51962327,R5ZT72YSSILYB,B00HUEGSZ0,71425911,Swivel Socket 6 Outlet Surge Protector Swiveling Electrical Power Strip with Twintech 3-Grounded Outlet Adapter,Electronics,4,0,0,N,Y,Four Stars,helpful!,2015-08-30
US,30463465,R15V6D8RJH0JH1,B0060AU5MW,188408334,BlueRigger High Speed Micro HDMI to HDMI cable with Ethernet,Electronics,3,0,0,N,Y,Unable to use and cost to much to return back ...,Unable to use and cost to much to return back to amazon. I needed a mini hdmi not a micro.,2015-08-30
US,186287,R19S6LPIN392OI,B00WE48SN6,341431113,"[Waterproof Bluetooth Speaker] Arespark Portable Wireless Bluetooth 4.0 Speaker with 12 Hours Playtime,7W Dual Stereo Bass Radiato",Electronics,5,0,0,N,Y,thanks,i love this so much thank you amazon!!!!,2015-08-30
US,17106,R3MZ34LPLSCURB,B0000AI0N2,671837257,"Tripp Lite HDMI over Dual Cat5/Cat6 Extender Wall Plate Kit, Transmitter and Receiver 2",Electronics,5,0,0,N,Y,Five Stars,Would buy again,2015-08-30
US,33114318,R2YU0TOBH8MFM1,B00B8PL1UO,564421014,JBL Ultra-Portable Speaker with Built-In Bass Port and Wireless Bluetooth Connectivity,Electronics,5,1,1,N,Y,Great units and great buy - especially if you can catch a sale.,"I purchased (4) of these during a sale (less than $29 a piece) - (2) for each of my daughters.  I could not be happier with the sound or with the design - these are remarkable!  Although they are not quite 3.5&#34; around, they sound good - not tinny at all.  Also, they don't distort at higher volumes.  They can also be easily daisy chained together for more sound.  I especially like the way the audio cable is part of the unit and stores cleanly on the back of the unit when not in use - a really thoughtful design.<br /><br />We have synced these with several laptops and audio units and have not had any connection issues yet - their Bluetooth appears to be very stable (unlike a set of headphones I have made by a different manufacturer).  I did see that they advertise these as as being appropriate to clip on to clothing.  In my opinion, they are a little too bulky and weighty for that but for in room use, they cannot be beat!<br /><br />As we have not run the batteries out, I cannot speak for the 5 hour battery life.  I can say, however, that they will play for 2.5 hours without any issues.",2015-08-30
US,12038140,R1CZC56BEWDJ3U,B00KLI5Y6Q,12391666,Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - 3 Pack - (Part# 30-004-06X3 ),Electronics,5,0,0,N,Y,Five Stars,"Mediabridge always makes quality cables, these are very thick and plugs into my device snugly.",2015-08-30
US,41715446,RRI5CZSK2WG8X,B00B8PL1UO,564421014,JBL Ultra-Portable Speaker with Built-In Bass Port and Wireless Bluetooth Connectivity,Electronics,5,0,0,N,Y,Really good sound. Nice small size (about the circumference of ...,Really good sound. Nice small size (about the circumference of a can of soda). Keeps the charge for a long time. Love that you can use bluetooth or plug it in.,2015-08-30
US,21719770,R3N3LUGN3ROHWO,B007N0TB14,292440794,Niles VCS100K Volume Control,Electronics,5,3,4,N,Y,Great brand!,"I bought these to go into our house we built. In our previous house we had the Niles VCS100R volume controls. The installation is super easy and quick if your house is pre-wired for whole house audio. I will also say, I use to work for an audio/video installation company, and this is the only brand volume controls we installed. I've never seen one go bad.",2015-08-30
US,44714032,R2780O3RBG8MX8,B00EB7812C,999991133,"EBL 8 Bay AA, AAA, Ni-MH, Ni-Cd Rechargeable Battery Charger",Electronics,5,0,0,N,Y,Five Stars,perfect!,2015-08-30
US,2324270,RWNTIV1HE097H,B00SIYEJY8,265502123,"Headphones, Sound Intone I65 Foldable Headphones with Microphone, Volume Control, Adjustable Headband, Cute Headset for Travel, Work, Sports, Compatible with Iphone Laptop Computer Mp3",Electronics,3,0,1,N,Y,Three Stars,I thought they would of been louder,2015-08-30
US,970623,R6QSLZ7J8PTSS,B00NH122PU,415958891,AmazonBasics High-Speed A to C Type,Electronics,5,0,0,N,Y,This is great for the money and wow it is well made,This is great for the money and wow it is well made. Amazon is going to def kick butt when it comes to these type of HDMI cables.  I hope they bring out 4k cables soon!,2015-08-30
US,8112465,R1RGPU04FR7X1X,B004LGQWW4,444135189,"NAXA Electronics NPB-256 Portable MP3/CD Player with Text Display, AM/FM Stereo Radio, USB Input and SD/MMC Card Slot",Electronics,5,0,0,N,Y,Five Stars,I like it very much ;) have all necessary functions . Nice design .,2015-08-30
US,17393453,R2DTGISG454K58,B00ZQR4OS6,199205942,2 x NEW Authentic Efest IMR 18650 High Drain 35A/80Amp Purple Battery 2800mAh,Electronics,5,1,1,N,Y,Pure Purple Power!,"Just received my order today.  These come as advertised in original efest packaging.  These are NOT some re-wrapped counterfeit as I've seen sold by other places.  If you are looking for a battery that will last and can handle high amp draw you will be happy with these.  These are great for a box mod or mechanical mod, used either in tandem or individually.  At 3.7V these can safely handle sub ohm builds down to .11 like a champ (amp draw at .11 being about 33.5A).  In a regulated box these will give provide you with long life with the great 2800mah capacity and power whater very build your box can accomodate. With fast shipping through amazon prime you will not only get them fast but they will come well protected in the box.  Would recommend and order again.",2015-08-30
US,46245724,R3SRV5VV1ZU343,B009AXVM6E,801960749,JBL Portable Stereo Speaker with Wireless Bluetooth Connection,Electronics,1,0,0,N,Y,One Star,The bass on this is poor along with Bluetooth signal. Cheap speaker quality,2015-08-30
US,47551621,RSRILYYCNDVC3,B00GZC35YK,303943466,"Anker Classic Portable Wireless Bluetooth Speaker, Powerful Sound with Enhanced Bass, 20 Hour Battery Life, and Built-in Mic, works with iPhone, iPad,Nexus, Laptops and More",Electronics,5,0,0,N,Y,worth it,Very easy has a good sound. Will buy more to put sound in all rooms.,2015-08-30
US,36555387,R39RAUGFVRVCX2,B00ODC9KJ8,105617973,Sentey® In-Ear Headphone Amplitude Series,Electronics,5,0,0,N,N,"Awesome Headphones, and Mic!","I love these headphones - The quality and clarity is just amazing! I was using the stock headphones that came with my phone before this. They were good, but after using these, I know what I was missing.<br /><br />The headphones comes with multiple replacement ear plugs , all packed in an attractive box. This would be a perfect gift for that music lover, or that gamer.<br /><br />The headphones also has an integrated mic...While I normally use bluetooth for taking calls, I have found this earphones to be  a perfect replacement.",2015-08-30
US,47940278,R1LML04IC8VZ4V,B00Q3XMRCC,869551462,ON THE WAY®2 Pcs CR123a 16340 2000mah Li-ion 3.7v Rechargeable Battery with PTC Protected,Electronics,1,6,6,N,N,DO NOT BUY THESE!,People listen up!  Rechargeable batteries are supposed to have about HALF the maH that a standard disposable battery has.  These have 25% more!  They are not 2000maH they are more like 400maH. Stay away from these.,2015-08-30
US,12178538,R3Z078KEALBRW,B00FYC7K02,792116561,UltraFire 3.7V 14500 900mAh Protected Rechargable Li-Ion Batteries (4-count),Electronics,5,0,1,N,Y,Good high discharge batteries,Good for those small flashlights.,2015-08-30
US,5011484,R3M2XQCGT6T70N,B003L1ZYYM,617978254,"AmazonBasics High-Speed HDMI Cable - 6.5 Feet (2 Meters) Supports Ethernet, 3D, 4K and Audio Return",Electronics,5,0,0,N,Y,"shipped in good time, Have had no problems with item and ...","Item works just as planned, shipped in good time, Have had no problems with item and would recommend seller to anyone.",2015-08-30
US,52620902,R30ZNXZZ6BW83O,B00B2FXB6M,337873120,Cosmos 20 Pair Replacement Silicone Earbuds Ear Tips for Sony,Electronics,1,1,1,N,Y,They seem to be fine as replacements but beware that I received 12 pair,"They seem to be fine as replacements but beware that I received 12 pair, not 20 pair.  They're cheap enough to not worry about returning, but still if you say 20, send 20.",2015-08-30
US,686399,R36WC9L78ZX70U,B00DJ1T92M,205179958,"Panlong 3 Port HDMI Switch 3x1 Auto Switch with Fixed 3FT Pigtail Cable Supports 3D, 1080P, HD Audio",Electronics,5,0,0,N,Y,Five Stars,Great!,2015-08-30
